"date" "p_value"
2007-10-10 4.52451059765005e-08
2010-08-10 0.0322353614875989
2011-08-11 0.0600791859520696
2011-09-13 0.0111588404531793
2011-10-27 0.454860156118071
2012-09-06 8.00088894196554e-12
2013-08-29 1.80415579130568e-13
