"date" "p_value"
2007-10-10 4.2207151901977e-09
2010-08-10 1.0775760980692e-06
2011-08-11 1.11401815650646e-07
2011-09-13 2.03182810261204e-06
2011-10-27 0.393713665609633
2012-09-06 2.62531322588887e-18
2013-08-29 0
