depth;date;year;temp
10;29.11.1967;1967;8.1
12.5;29.11.1967;1967;8.1
15;29.11.1967;1967;8.1
17.5;29.11.1967;1967;8
20;29.11.1967;1967;7.8
25;29.11.1967;1967;7.2
30;29.11.1967;1967;6.8
0;27.12.1967;1967;4.6
2.5;27.12.1967;1967;4.6
5;27.12.1967;1967;4.6
7.5;27.12.1967;1967;4.6
10;27.12.1967;1967;4.6
12.5;27.12.1967;1967;4.7
15;27.12.1967;1967;4.7
17.5;27.12.1967;1967;4.7
20;27.12.1967;1967;4.7
25;27.12.1967;1967;4.6
30;27.12.1967;1967;4.5
0;30.01.1968;1968;1.6
2.5;30.01.1968;1968;2.1
5;30.01.1968;1968;2.5
7.5;30.01.1968;1968;2.6
10;30.01.1968;1968;2.6
12.5;30.01.1968;1968;2.6
15;30.01.1968;1968;2.6
17.5;30.01.1968;1968;2.6
20;30.01.1968;1968;2.6
25;30.01.1968;1968;2.6
30;30.01.1968;1968;2.7
0;13.03.1968;1968;3.3
2.5;13.03.1968;1968;3.25
5;13.03.1968;1968;3.2
7.5;13.03.1968;1968;3.2
10;13.03.1968;1968;3.2
12.5;13.03.1968;1968;3.25
15;13.03.1968;1968;3.25
17.5;13.03.1968;1968;3.25
20;13.03.1968;1968;3.25
25;13.03.1968;1968;3.3
30;13.03.1968;1968;3.3
0;16.04.1968;1968;10.5
2.5;16.04.1968;1968;9.1
5;16.04.1968;1968;6.7
7.5;16.04.1968;1968;6.6
10;16.04.1968;1968;6.4
12.5;16.04.1968;1968;6.1
15;16.04.1968;1968;5.8
17.5;16.04.1968;1968;5.5
20;16.04.1968;1968;5.2
25;16.04.1968;1968;4.6
30;16.04.1968;1968;4.6
0;14.05.1968;1968;14.8
2.5;14.05.1968;1968;13
5;14.05.1968;1968;11.4
7.5;14.05.1968;1968;9.8
10;14.05.1968;1968;7.7
12.5;14.05.1968;1968;6.7
15;14.05.1968;1968;6.2
17.5;14.05.1968;1968;6.2
20;14.05.1968;1968;6
25;14.05.1968;1968;5.2
30;14.05.1968;1968;5.1
0;19.06.1968;1968;21.6
2.5;19.06.1968;1968;18.9
5;19.06.1968;1968;15.6
7.5;19.06.1968;1968;10.5
10;19.06.1968;1968;8.2
12.5;19.06.1968;1968;7
15;19.06.1968;1968;6.8
17.5;19.06.1968;1968;6.2
20;19.06.1968;1968;6
25;19.06.1968;1968;5.5
30;19.06.1968;1968;5
0;09.07.1968;1968;26.9
2.5;09.07.1968;1968;23.9
5;09.07.1968;1968;19
7.5;09.07.1968;1968;11.2
10;09.07.1968;1968;9.6
12.5;09.07.1968;1968;7.3
15;09.07.1968;1968;6.6
17.5;09.07.1968;1968;6.1
20;09.07.1968;1968;5.9
25;09.07.1968;1968;5.6
30;09.07.1968;1968;5.2
0;13.08.1968;1968;20.9
2.5;13.08.1968;1968;19.5
5;13.08.1968;1968;19.1
7.5;13.08.1968;1968;16
10;13.08.1968;1968;10.4
12.5;13.08.1968;1968;8.3
15;13.08.1968;1968;7.5
17.5;13.08.1968;1968;7
20;13.08.1968;1968;6.3
25;13.08.1968;1968;5.7
30;13.08.1968;1968;5.7
0;11.09.1968;1968;18.6
2.5;11.09.1968;1968;17.9
5;11.09.1968;1968;17.3
7.5;11.09.1968;1968;16.2
10;11.09.1968;1968;11
12.5;11.09.1968;1968;9.8
15;11.09.1968;1968;8.7
17.5;11.09.1968;1968;8.3
20;11.09.1968;1968;7.9
25;11.09.1968;1968;6.6
30;11.09.1968;1968;6.1
0;08.10.1968;1968;15.3
2.5;08.10.1968;1968;14.7
5;08.10.1968;1968;14.3
7.5;08.10.1968;1968;14.2
10;08.10.1968;1968;11.2
12.5;08.10.1968;1968;7.5
15;08.10.1968;1968;6.8
17.5;08.10.1968;1968;6.4
20;08.10.1968;1968;6
25;08.10.1968;1968;5.7
30;08.10.1968;1968;5.5
0;06.11.1968;1968;12
2.5;06.11.1968;1968;12
5;06.11.1968;1968;12
7.5;06.11.1968;1968;12
10;06.11.1968;1968;11.9
12.5;06.11.1968;1968;8.8
15;06.11.1968;1968;7.3
17.5;06.11.1968;1968;6.8
20;06.11.1968;1968;6.8
25;06.11.1968;1968;5.9
30;06.11.1968;1968;5.6
0;18.12.1968;1968;4.8
2.5;18.12.1968;1968;4.9
5;18.12.1968;1968;4.9
7.5;18.12.1968;1968;4.9
10;18.12.1968;1968;4.9
12.5;18.12.1968;1968;4.9
15;18.12.1968;1968;4.9
17.5;18.12.1968;1968;4.9
20;18.12.1968;1968;4.9
25;18.12.1968;1968;4.9
30;18.12.1968;1968;5.2
0;20.01.1969;1969;2.8
2.5;20.01.1969;1969;2.8
5;20.01.1969;1969;2.8
7.5;20.01.1969;1969;2.9
10;20.01.1969;1969;2.9
12.5;20.01.1969;1969;3
15;20.01.1969;1969;3.1
17.5;20.01.1969;1969;3.3
20;20.01.1969;1969;3.6
25;20.01.1969;1969;3.6
30;20.01.1969;1969;3.6
0;28.02.1969;1969;2.3
2.5;28.02.1969;1969;2.4
5;28.02.1969;1969;2.5
7.5;28.02.1969;1969;2.5
10;28.02.1969;1969;2.5
12.5;28.02.1969;1969;2.5
15;28.02.1969;1969;2.5
17.5;28.02.1969;1969;2.5
20;28.02.1969;1969;2.5
25;28.02.1969;1969;2.6
30;28.02.1969;1969;2.9
0;25.03.1969;1969;4.2
2.5;25.03.1969;1969;4.1
5;25.03.1969;1969;4.1
7.5;25.03.1969;1969;4.1
10;25.03.1969;1969;4.1
12.5;25.03.1969;1969;4.1
15;25.03.1969;1969;4.1
17.5;25.03.1969;1969;4
20;25.03.1969;1969;4
25;25.03.1969;1969;3.9
30;25.03.1969;1969;3.5
0;22.04.1969;1969;7.2
2.5;22.04.1969;1969;6.8
5;22.04.1969;1969;6.4
7.5;22.04.1969;1969;6.3
10;22.04.1969;1969;6.1
12.5;22.04.1969;1969;5.9
15;22.04.1969;1969;5.8
17.5;22.04.1969;1969;5.7
20;22.04.1969;1969;5.7
25;22.04.1969;1969;5.5
30;22.04.1969;1969;5.5
0;27.05.1969;1969;15.7
2.5;27.05.1969;1969;15.1
5;27.05.1969;1969;14.1
7.5;27.05.1969;1969;11
10;27.05.1969;1969;8.5
12.5;27.05.1969;1969;7.2
15;27.05.1969;1969;7
17.5;27.05.1969;1969;7
20;27.05.1969;1969;6.6
25;27.05.1969;1969;6.5
30;27.05.1969;1969;6.1
0;25.06.1969;1969;18
2.5;25.06.1969;1969;16.8
5;25.06.1969;1969;15.5
7.5;25.06.1969;1969;10.7
10;25.06.1969;1969;9
12.5;25.06.1969;1969;7.5
15;25.06.1969;1969;7.5
17.5;25.06.1969;1969;7.1
20;25.06.1969;1969;6.6
25;25.06.1969;1969;6.5
30;25.06.1969;1969;6
0;15.07.1969;1969;22.1
2.5;15.07.1969;1969;19.9
5;15.07.1969;1969;17.4
7.5;15.07.1969;1969;13
10;15.07.1969;1969;8.8
12.5;15.07.1969;1969;8
15;15.07.1969;1969;7.5
17.5;15.07.1969;1969;7.2
20;15.07.1969;1969;6.8
25;15.07.1969;1969;6.4
30;15.07.1969;1969;6.2
0;19.08.1969;1969;22
2.5;19.08.1969;1969;20.7
5;19.08.1969;1969;18.8
7.5;19.08.1969;1969;12.2
10;19.08.1969;1969;10.7
12.5;19.08.1969;1969;7.7
15;19.08.1969;1969;7.8
17.5;19.08.1969;1969;7.6
20;19.08.1969;1969;6.7
25;19.08.1969;1969;6.5
30;19.08.1969;1969;6.3
0;09.09.1969;1969;19.3
2.5;09.09.1969;1969;18
5;09.09.1969;1969;16.3
7.5;09.09.1969;1969;13.4
10;09.09.1969;1969;9.4
12.5;09.09.1969;1969;9
15;09.09.1969;1969;8.1
17.5;09.09.1969;1969;7.5
20;09.09.1969;1969;7.4
25;09.09.1969;1969;6.3
30;09.09.1969;1969;6
0;21.10.1969;1969;14.5
2.5;21.10.1969;1969;14.1
5;21.10.1969;1969;14
7.5;21.10.1969;1969;13.6
10;21.10.1969;1969;9.7
12.5;21.10.1969;1969;8.2
15;21.10.1969;1969;7.6
17.5;21.10.1969;1969;7
20;21.10.1969;1969;6.5
25;21.10.1969;1969;6.5
30;21.10.1969;1969;6
0;17.12.1969;1969;4.5
2.5;17.12.1969;1969;4.4
5;17.12.1969;1969;4.3
7.5;17.12.1969;1969;4.3
10;17.12.1969;1969;4.4
12.5;17.12.1969;1969;4.4
15;17.12.1969;1969;4.3
17.5;17.12.1969;1969;4.3
20;17.12.1969;1969;4.3
25;17.12.1969;1969;4.3
30;17.12.1969;1969;4.4
0;11.03.1970;1970;2.7
2.5;11.03.1970;1970;2.75
5;11.03.1970;1970;2.8
7.5;11.03.1970;1970;2.8
10;11.03.1970;1970;2.8
12.5;11.03.1970;1970;2.75
15;11.03.1970;1970;2.7
17.5;11.03.1970;1970;2.8
20;11.03.1970;1970;2.9
25;11.03.1970;1970;2.9
30;11.03.1970;1970;2.9
0;24.04.1970;1970;9
2.5;24.04.1970;1970;8.9
5;24.04.1970;1970;7.1
7.5;24.04.1970;1970;5.4
10;24.04.1970;1970;5.1
12.5;24.04.1970;1970;4.9
15;24.04.1970;1970;4.7
17.5;24.04.1970;1970;4.7
20;24.04.1970;1970;4.7
25;24.04.1970;1970;4.7
30;24.04.1970;1970;4.7
0;21.05.1970;1970;13.2
2.5;21.05.1970;1970;13.2
5;21.05.1970;1970;11.5
7.5;21.05.1970;1970;9.4
10;21.05.1970;1970;8.2
12.5;21.05.1970;1970;6.8
15;21.05.1970;1970;6.1
17.5;21.05.1970;1970;5.6
20;21.05.1970;1970;5.6
25;21.05.1970;1970;5.6
30;21.05.1970;1970;5.2
0;10.06.1970;1970;21
2.5;10.06.1970;1970;18.2
5;10.06.1970;1970;15.4
7.5;10.06.1970;1970;10.1
10;10.06.1970;1970;9.3
12.5;10.06.1970;1970;7
15;10.06.1970;1970;7
17.5;10.06.1970;1970;6.8
20;10.06.1970;1970;5.8
25;10.06.1970;1970;5.8
30;10.06.1970;1970;5.3
0;07.07.1970;1970;24.5
2.5;07.07.1970;1970;20.4
5;07.07.1970;1970;18.7
7.5;07.07.1970;1970;13.7
10;07.07.1970;1970;10.3
12.5;07.07.1970;1970;8
15;07.07.1970;1970;7.3
17.5;07.07.1970;1970;6.7
20;07.07.1970;1970;6.1
25;07.07.1970;1970;6.3
30;07.07.1970;1970;6.3
0;05.08.1970;1970;25.7
2.5;05.08.1970;1970;23.3
5;05.08.1970;1970;20.1
7.5;05.08.1970;1970;14.2
10;05.08.1970;1970;10.2
12.5;05.08.1970;1970;9.4
15;05.08.1970;1970;9
17.5;05.08.1970;1970;7.9
20;05.08.1970;1970;7.6
25;05.08.1970;1970;6.8
30;05.08.1970;1970;6.1
0;09.09.1970;1970;23
2.5;09.09.1970;1970;19.9
5;09.09.1970;1970;18.4
7.5;09.09.1970;1970;15.3
10;09.09.1970;1970;11.1
12.5;09.09.1970;1970;9.4
15;09.09.1970;1970;7.5
17.5;09.09.1970;1970;7
20;09.09.1970;1970;6.6
25;09.09.1970;1970;6.2
30;09.09.1970;1970;6.1
0;13.10.1970;1970;15.9
2.5;13.10.1970;1970;14.4
5;13.10.1970;1970;14.3
7.5;13.10.1970;1970;14.1
10;13.10.1970;1970;12.8
12.5;13.10.1970;1970;9
15;13.10.1970;1970;8.8
17.5;13.10.1970;1970;7.4
20;13.10.1970;1970;6.9
25;13.10.1970;1970;6.4
30;13.10.1970;1970;6.1
0;10.11.1970;1970;10
2.5;10.11.1970;1970;10.1
5;10.11.1970;1970;10.1
7.5;10.11.1970;1970;10.1
10;10.11.1970;1970;10
12.5;10.11.1970;1970;9.9
15;10.11.1970;1970;7.4
17.5;10.11.1970;1970;7.1
20;10.11.1970;1970;6.6
25;10.11.1970;1970;6.2
30;10.11.1970;1970;5.9
0;29.12.1970;1970;4.2
2.5;29.12.1970;1970;4.2
5;29.12.1970;1970;4.2
7.5;29.12.1970;1970;4.2
10;29.12.1970;1970;4.2
12.5;29.12.1970;1970;4.2
15;29.12.1970;1970;4.2
17.5;29.12.1970;1970;4.2
20;29.12.1970;1970;4.2
25;29.12.1970;1970;4.2
30;29.12.1970;1970;4.2
0;14.04.1971;1971;10.8
2.5;14.04.1971;1971;10.5
5;14.04.1971;1971;6.4
7.5;14.04.1971;1971;4.9
10;14.04.1971;1971;4.5
12.5;14.04.1971;1971;4.5
15;14.04.1971;1971;4.2
17.5;14.04.1971;1971;4.1
20;14.04.1971;1971;4
25;14.04.1971;1971;3.9
30;14.04.1971;1971;4
0;12.05.1971;1971;21.7
2.5;12.05.1971;1971;15.8
5;12.05.1971;1971;10.2
7.5;12.05.1971;1971;8.3
10;12.05.1971;1971;6.8
12.5;12.05.1971;1971;6.3
15;12.05.1971;1971;6
17.5;12.05.1971;1971;5.5
20;12.05.1971;1971;4.8
25;12.05.1971;1971;4.6
30;12.05.1971;1971;4.2
0;09.06.1971;1971;19.7
2.5;09.06.1971;1971;17.7
5;09.06.1971;1971;15.2
7.5;09.06.1971;1971;10.7
10;09.06.1971;1971;7.6
12.5;09.06.1971;1971;5.9
15;09.06.1971;1971;5.7
17.5;09.06.1971;1971;5.4
20;09.06.1971;1971;5
25;09.06.1971;1971;4.5
30;09.06.1971;1971;4.3
0;06.07.1971;1971;21.9
2.5;06.07.1971;1971;21.6
5;06.07.1971;1971;16.5
7.5;06.07.1971;1971;12.4
10;06.07.1971;1971;9
12.5;06.07.1971;1971;6.7
15;06.07.1971;1971;6.6
17.5;06.07.1971;1971;5.9
20;06.07.1971;1971;5.6
25;06.07.1971;1971;5.4
30;06.07.1971;1971;4.9
0;10.08.1971;1971;24.6
2.5;10.08.1971;1971;22.6
5;10.08.1971;1971;20
7.5;10.08.1971;1971;12.9
10;10.08.1971;1971;9
12.5;10.08.1971;1971;6.8
15;10.08.1971;1971;6
17.5;10.08.1971;1971;5.4
20;10.08.1971;1971;5.4
25;10.08.1971;1971;5.1
30;10.08.1971;1971;5
0;15.09.1971;1971;17.6
2.5;15.09.1971;1971;17.4
5;15.09.1971;1971;17.4
7.5;15.09.1971;1971;12
10;15.09.1971;1971;8.4
12.5;15.09.1971;1971;6.9
15;15.09.1971;1971;6.3
17.5;15.09.1971;1971;5.8
20;15.09.1971;1971;5.4
25;15.09.1971;1971;5.2
30;15.09.1971;1971;4.9
0;19.10.1971;1971;13.6
2.5;19.10.1971;1971;13.4
5;19.10.1971;1971;13.3
7.5;19.10.1971;1971;13.3
10;19.10.1971;1971;9.3
12.5;19.10.1971;1971;6.6
15;19.10.1971;1971;5.9
17.5;19.10.1971;1971;5.4
20;19.10.1971;1971;5.3
25;19.10.1971;1971;5.2
30;19.10.1971;1971;4.8
0;30.11.1971;1971;6
2.5;30.11.1971;1971;6
5;30.11.1971;1971;6
7.5;30.11.1971;1971;6
10;30.11.1971;1971;6
12.5;30.11.1971;1971;6
15;30.11.1971;1971;6
17.5;30.11.1971;1971;5.6
20;30.11.1971;1971;5.2
25;30.11.1971;1971;5
30;30.11.1971;1971;4.8
0;29.12.1971;1971;4.2
2.5;29.12.1971;1971;4.2
5;29.12.1971;1971;4.3
7.5;29.12.1971;1971;4.3
10;29.12.1971;1971;4.3
12.5;29.12.1971;1971;4.3
15;29.12.1971;1971;4.3
17.5;29.12.1971;1971;4.6
20;29.12.1971;1971;5.1
25;29.12.1971;1971;5
30;29.12.1971;1971;4.7
0;18.01.1972;1972;3.2
2.5;18.01.1972;1972;3.2
5;18.01.1972;1972;3.2
7.5;18.01.1972;1972;3.2
10;18.01.1972;1972;3.3
12.5;18.01.1972;1972;3.5
15;18.01.1972;1972;3.5
17.5;18.01.1972;1972;3.5
20;18.01.1972;1972;3.7
25;18.01.1972;1972;4.7
30;18.01.1972;1972;4.6
0;22.02.1972;1972;3.2
2.5;22.02.1972;1972;3.2
5;22.02.1972;1972;3.2
7.5;22.02.1972;1972;3.2
10;22.02.1972;1972;3.2
12.5;22.02.1972;1972;3.2
15;22.02.1972;1972;3.3
17.5;22.02.1972;1972;3.4
20;22.02.1972;1972;4.1
25;22.02.1972;1972;4.5
30;22.02.1972;1972;4.6
0;16.03.1972;1972;7.2
2.5;16.03.1972;1972;5.1
5;16.03.1972;1972;4.4
7.5;16.03.1972;1972;4.3
10;16.03.1972;1972;4.3
12.5;16.03.1972;1972;4.3
15;16.03.1972;1972;4.3
17.5;16.03.1972;1972;4.2
20;16.03.1972;1972;4.2
25;16.03.1972;1972;4.5
30;16.03.1972;1972;4.5
0;10.04.1972;1972;10
2.5;10.04.1972;1972;9.2
5;10.04.1972;1972;8.4
7.5;10.04.1972;1972;7
10;10.04.1972;1972;6.3
12.5;10.04.1972;1972;5.6
15;10.04.1972;1972;5.5
17.5;10.04.1972;1972;5.3
20;10.04.1972;1972;5.2
25;10.04.1972;1972;5.1
30;10.04.1972;1972;5.3
0;16.05.1972;1972;11
2.5;16.05.1972;1972;11.1
5;16.05.1972;1972;10.6
7.5;16.05.1972;1972;9.9
10;16.05.1972;1972;8.2
12.5;16.05.1972;1972;7.6
15;16.05.1972;1972;7.1
17.5;16.05.1972;1972;6.9
20;16.05.1972;1972;6.7
25;16.05.1972;1972;6.2
30;16.05.1972;1972;5.6
0;13.06.1972;1972;15.9
2.5;13.06.1972;1972;15.6
5;13.06.1972;1972;14.7
7.5;13.06.1972;1972;12
10;13.06.1972;1972;10
12.5;13.06.1972;1972;7.5
15;13.06.1972;1972;8
17.5;13.06.1972;1972;7.6
20;13.06.1972;1972;6.9
25;13.06.1972;1972;6.3
30;13.06.1972;1972;6.3
0;11.07.1972;1972;20.3
2.5;11.07.1972;1972;19.7
5;11.07.1972;1972;15.5
7.5;11.07.1972;1972;10.2
10;11.07.1972;1972;9
12.5;11.07.1972;1972;8.5
15;11.07.1972;1972;7.6
17.5;11.07.1972;1972;7.5
20;11.07.1972;1972;7.1
25;11.07.1972;1972;6.5
30;11.07.1972;1972;6.2
0;15.08.1972;1972;22
2.5;15.08.1972;1972;21.8
5;15.08.1972;1972;17.8
7.5;15.08.1972;1972;13.4
10;15.08.1972;1972;11.9
12.5;15.08.1972;1972;10.4
15;15.08.1972;1972;8.6
17.5;15.08.1972;1972;8.4
20;15.08.1972;1972;8
25;15.08.1972;1972;7.5
30;15.08.1972;1972;6.7
0;26.09.1972;1972;14.7
2.5;26.09.1972;1972;14.7
5;26.09.1972;1972;14.5
7.5;26.09.1972;1972;14.2
10;26.09.1972;1972;10.6
12.5;26.09.1972;1972;8.5
15;26.09.1972;1972;7.8
17.5;26.09.1972;1972;7.2
20;26.09.1972;1972;7.2
25;26.09.1972;1972;6.8
30;26.09.1972;1972;6.5
0;17.10.1972;1972;11.7
2.5;17.10.1972;1972;11.6
5;17.10.1972;1972;11.7
7.5;17.10.1972;1972;11.7
10;17.10.1972;1972;9.5
12.5;17.10.1972;1972;8.1
15;17.10.1972;1972;7.5
17.5;17.10.1972;1972;7.8
20;17.10.1972;1972;7.7
25;17.10.1972;1972;6.9
30;17.10.1972;1972;6.3
0;27.11.1972;1972;7.1
2.5;27.11.1972;1972;7.2
5;27.11.1972;1972;7.2
7.5;27.11.1972;1972;7.2
10;27.11.1972;1972;7.2
12.5;27.11.1972;1972;7.2
15;27.11.1972;1972;7.2
17.5;27.11.1972;1972;7.1
20;27.11.1972;1972;7.1
25;27.11.1972;1972;6.7
30;27.11.1972;1972;6.5
0;20.12.1972;1972;5.4
2.5;20.12.1972;1972;5.4
5;20.12.1972;1972;5.4
7.5;20.12.1972;1972;5.4
10;20.12.1972;1972;5.4
12.5;20.12.1972;1972;5.3
15;20.12.1972;1972;5.3
17.5;20.12.1972;1972;5.3
20;20.12.1972;1972;5.3
25;20.12.1972;1972;5.2
30;20.12.1972;1972;5.2
0;24.01.1973;1973;1.5
2.5;24.01.1973;1973;2.8
5;24.01.1973;1973;2.9
7.5;24.01.1973;1973;2.9
10;24.01.1973;1973;2.9
12.5;24.01.1973;1973;3.2
15;24.01.1973;1973;3.2
17.5;24.01.1973;1973;3.5
20;24.01.1973;1973;3.5
25;24.01.1973;1973;3.6
30;24.01.1973;1973;3.7
0;21.03.1973;1973;3.5
2.5;21.03.1973;1973;3.4
5;21.03.1973;1973;3.3
7.5;21.03.1973;1973;3.4
10;21.03.1973;1973;3.4
12.5;21.03.1973;1973;3.4
15;21.03.1973;1973;3.4
17.5;21.03.1973;1973;3.4
20;21.03.1973;1973;3.4
25;21.03.1973;1973;3.4
30;21.03.1973;1973;3.4
0;24.04.1973;1973;8.8
2.5;24.04.1973;1973;7.8
5;24.04.1973;1973;6.4
7.5;24.04.1973;1973;5.9
10;24.04.1973;1973;5.7
12.5;24.04.1973;1973;5.5
15;24.04.1973;1973;5.5
17.5;24.04.1973;1973;5.4
20;24.04.1973;1973;5.2
25;24.04.1973;1973;5.2
30;24.04.1973;1973;5
0;22.05.1973;1973;17.2
2.5;22.05.1973;1973;15
5;22.05.1973;1973;13
7.5;22.05.1973;1973;10.6
10;22.05.1973;1973;8.6
12.5;22.05.1973;1973;7.5
15;22.05.1973;1973;7.2
17.5;22.05.1973;1973;6.1
20;22.05.1973;1973;5.8
25;22.05.1973;1973;5.6
30;22.05.1973;1973;5.5
0;26.06.1973;1973;20.8
2.5;26.06.1973;1973;18.3
5;26.06.1973;1973;15.4
7.5;26.06.1973;1973;11.1
10;26.06.1973;1973;8.2
12.5;26.06.1973;1973;6.6
15;26.06.1973;1973;5.9
17.5;26.06.1973;1973;5.8
20;26.06.1973;1973;5.7
25;26.06.1973;1973;5.5
30;26.06.1973;1973;5.5
0;24.07.1973;1973;20.2
2.5;24.07.1973;1973;19.3
5;24.07.1973;1973;17.8
7.5;24.07.1973;1973;13.6
10;24.07.1973;1973;8.5
12.5;24.07.1973;1973;6.8
15;24.07.1973;1973;6.4
17.5;24.07.1973;1973;5.8
20;24.07.1973;1973;5.6
25;24.07.1973;1973;5.6
30;24.07.1973;1973;5.6
0;22.08.1973;1973;23.2
2.5;22.08.1973;1973;23.1
5;22.08.1973;1973;18
7.5;22.08.1973;1973;12.2
10;22.08.1973;1973;8.9
12.5;22.08.1973;1973;7.6
15;22.08.1973;1973;6.9
17.5;22.08.1973;1973;6.4
20;22.08.1973;1973;5.9
25;22.08.1973;1973;5.8
30;22.08.1973;1973;5.4
0;26.09.1973;1973;16.8
2.5;26.09.1973;1973;16.6
5;26.09.1973;1973;16.5
7.5;26.09.1973;1973;12.1
10;26.09.1973;1973;9.4
12.5;26.09.1973;1973;8.1
15;26.09.1973;1973;6.7
17.5;26.09.1973;1973;6.5
20;26.09.1973;1973;6.3
25;26.09.1973;1973;5.8
30;26.09.1973;1973;5.8
0;23.10.1973;1973;11.1
2.5;23.10.1973;1973;11.1
5;23.10.1973;1973;11.2
7.5;23.10.1973;1973;11.1
10;23.10.1973;1973;11.1
12.5;23.10.1973;1973;7.4
15;23.10.1973;1973;6.6
17.5;23.10.1973;1973;6.3
20;23.10.1973;1973;6.2
25;23.10.1973;1973;5.9
30;23.10.1973;1973;5.5
0;20.11.1973;1973;7.5
2.5;20.11.1973;1973;7.5
5;20.11.1973;1973;7.5
7.5;20.11.1973;1973;7.5
10;20.11.1973;1973;7.5
12.5;20.11.1973;1973;7.5
15;20.11.1973;1973;7.4
17.5;20.11.1973;1973;7.4
20;20.11.1973;1973;7.4
25;20.11.1973;1973;6
30;20.11.1973;1973;5.6
0;11.12.1973;1973;4.8
2.5;11.12.1973;1973;4.8
5;11.12.1973;1973;4.8
7.5;11.12.1973;1973;4.8
10;11.12.1973;1973;4.8
12.5;11.12.1973;1973;4.8
15;11.12.1973;1973;4.8
17.5;11.12.1973;1973;4.8
20;11.12.1973;1973;4.8
25;11.12.1973;1973;4.8
30;11.12.1973;1973;5.2
0;09.01.1974;1974;3.4
2.5;09.01.1974;1974;3.4
5;09.01.1974;1974;3.4
7.5;09.01.1974;1974;3.4
10;09.01.1974;1974;3.4
12.5;09.01.1974;1974;3.5
15;09.01.1974;1974;3.6
17.5;09.01.1974;1974;3.9
20;09.01.1974;1974;3.9
25;09.01.1974;1974;4
30;09.01.1974;1974;4
0;11.02.1974;1974;4
2.5;11.02.1974;1974;3.9
5;11.02.1974;1974;3.9
7.5;11.02.1974;1974;3.9
10;11.02.1974;1974;3.8
12.5;11.02.1974;1974;3.8
15;11.02.1974;1974;3.8
17.5;11.02.1974;1974;3.8
20;11.02.1974;1974;3.8
25;11.02.1974;1974;3.8
30;11.02.1974;1974;3.8
0;05.03.1974;1974;3.8
2.5;05.03.1974;1974;3.7
5;05.03.1974;1974;3.7
7.5;05.03.1974;1974;3.7
10;05.03.1974;1974;3.7
12.5;05.03.1974;1974;3.7
15;05.03.1974;1974;3.8
17.5;05.03.1974;1974;3.8
20;05.03.1974;1974;3.8
25;05.03.1974;1974;3.9
30;05.03.1974;1974;4
0;02.04.1974;1974;10.8
2.5;02.04.1974;1974;8.7
5;02.04.1974;1974;5.7
7.5;02.04.1974;1974;5.2
10;02.04.1974;1974;5.1
12.5;02.04.1974;1974;5.3
15;02.04.1974;1974;5
17.5;02.04.1974;1974;4.6
20;02.04.1974;1974;4.7
25;02.04.1974;1974;4.9
30;02.04.1974;1974;4.3
0;14.05.1974;1974;12.3
2.5;14.05.1974;1974;12.2
5;14.05.1974;1974;11.9
7.5;14.05.1974;1974;10.1
10;14.05.1974;1974;8.8
12.5;14.05.1974;1974;7
15;14.05.1974;1974;5.7
17.5;14.05.1974;1974;5.1
20;14.05.1974;1974;4.9
25;14.05.1974;1974;4.7
30;14.05.1974;1974;4.6
0;05.06.1974;1974;20.7
2.5;05.06.1974;1974;17.7
5;05.06.1974;1974;14.2
7.5;05.06.1974;1974;9.6
10;05.06.1974;1974;7.8
12.5;05.06.1974;1974;6.4
15;05.06.1974;1974;5.7
17.5;05.06.1974;1974;5.4
20;05.06.1974;1974;5.4
25;05.06.1974;1974;5
30;05.06.1974;1974;5.1
0;09.07.1974;1974;20.9
2.5;09.07.1974;1974;20.3
5;09.07.1974;1974;17
7.5;09.07.1974;1974;12.2
10;09.07.1974;1974;8.4
12.5;09.07.1974;1974;6.8
15;09.07.1974;1974;6
17.5;09.07.1974;1974;5.9
20;09.07.1974;1974;5.8
25;09.07.1974;1974;5.5
30;09.07.1974;1974;5.2
0;06.08.1974;1974;22.7
2.5;06.08.1974;1974;21.6
5;06.08.1974;1974;17.3
7.5;06.08.1974;1974;12.1
10;06.08.1974;1974;8.5
12.5;06.08.1974;1974;6.7
15;06.08.1974;1974;6.4
17.5;06.08.1974;1974;6.2
20;06.08.1974;1974;5.7
25;06.08.1974;1974;5.7
30;06.08.1974;1974;5.2
0;03.09.1974;1974;19.2
2.5;03.09.1974;1974;18.6
5;03.09.1974;1974;18.5
7.5;03.09.1974;1974;11.4
10;03.09.1974;1974;10.4
12.5;03.09.1974;1974;8.7
15;03.09.1974;1974;7.6
17.5;03.09.1974;1974;7.5
20;03.09.1974;1974;7.5
25;03.09.1974;1974;5.9
30;03.09.1974;1974;5.2
0;08.10.1974;1974;12.2
2.5;08.10.1974;1974;11.9
5;08.10.1974;1974;11.9
7.5;08.10.1974;1974;11.9
10;08.10.1974;1974;11
12.5;08.10.1974;1974;8.6
15;08.10.1974;1974;8.2
17.5;08.10.1974;1974;7.7
20;08.10.1974;1974;6.4
25;08.10.1974;1974;6.3
30;08.10.1974;1974;5.8
0;06.11.1974;1974;7.5
2.5;06.11.1974;1974;7.3
5;06.11.1974;1974;7.2
7.5;06.11.1974;1974;7.4
10;06.11.1974;1974;7.3
12.5;06.11.1974;1974;7.3
15;06.11.1974;1974;7.2
17.5;06.11.1974;1974;6.6
20;06.11.1974;1974;6.3
25;06.11.1974;1974;5.9
30;06.11.1974;1974;5.6
0;03.12.1974;1974;6.4
2.5;03.12.1974;1974;6.2
5;03.12.1974;1974;6.1
