depth;date;year;temp
25;25.05.1987;1987;4.9
27.5;25.05.1987;1987;4.9
30;25.05.1987;1987;4.7
0;09.06.1987;1987;14.9
1;09.06.1987;1987;15
2.5;09.06.1987;1987;14.9
5;09.06.1987;1987;14
7.5;09.06.1987;1987;12.1
10;09.06.1987;1987;8.3
12.5;09.06.1987;1987;6.9
15;09.06.1987;1987;5.9
17.5;09.06.1987;1987;5.6
20;09.06.1987;1987;5.4
22.5;09.06.1987;1987;5.2
25;09.06.1987;1987;5.1
27.5;09.06.1987;1987;4.9
30;09.06.1987;1987;4.9
0;06.07.1987;1987;22.5
1;06.07.1987;1987;22.5
2.5;06.07.1987;1987;22.1
5;06.07.1987;1987;15.6
7.5;06.07.1987;1987;13.1
10;06.07.1987;1987;10
12.5;06.07.1987;1987;7.8
15;06.07.1987;1987;6.8
17.5;06.07.1987;1987;6.2
20;06.07.1987;1987;5.8
22.5;06.07.1987;1987;5.5
25;06.07.1987;1987;5.3
27.5;06.07.1987;1987;5.2
30;06.07.1987;1987;5.1
0;10.08.1987;1987;19
1;10.08.1987;1987;19
2.5;10.08.1987;1987;19
5;10.08.1987;1987;18.1
7.5;10.08.1987;1987;13.1
10;10.08.1987;1987;8.6
12.5;10.08.1987;1987;7.4
15;10.08.1987;1987;6.8
17.5;10.08.1987;1987;6.2
20;10.08.1987;1987;6
22.5;10.08.1987;1987;5.9
25;10.08.1987;1987;5.8
27.5;10.08.1987;1987;5.6
30;10.08.1987;1987;5.5
0;07.09.1987;1987;20.2
1;07.09.1987;1987;20.3
2.5;07.09.1987;1987;20.3
5;07.09.1987;1987;19.2
7.5;07.09.1987;1987;14.1
10;07.09.1987;1987;10.5
12.5;07.09.1987;1987;7.9
15;07.09.1987;1987;6.7
17.5;07.09.1987;1987;6.3
20;07.09.1987;1987;5.9
22.5;07.09.1987;1987;5.8
25;07.09.1987;1987;5.5
27.5;07.09.1987;1987;5.2
30;07.09.1987;1987;5
0;05.10.1987;1987;15.8
1;05.10.1987;1987;15.8
2.5;05.10.1987;1987;15.8
5;05.10.1987;1987;15.8
7.5;05.10.1987;1987;15.8
10;05.10.1987;1987;9.1
12.5;05.10.1987;1987;7.3
15;05.10.1987;1987;6.5
17.5;05.10.1987;1987;6.2
20;05.10.1987;1987;6
22.5;05.10.1987;1987;5.9
25;05.10.1987;1987;5.7
27.5;05.10.1987;1987;5.5
30;05.10.1987;1987;5.4
0;02.11.1987;1987;13
1;02.11.1987;1987;13
2.5;02.11.1987;1987;13
5;02.11.1987;1987;13
7.5;02.11.1987;1987;12.9
10;02.11.1987;1987;11
12.5;02.11.1987;1987;7.5
15;02.11.1987;1987;6.7
17.5;02.11.1987;1987;6.3
20;02.11.1987;1987;6
22.5;02.11.1987;1987;5.8
25;02.11.1987;1987;5.7
27.5;02.11.1987;1987;5.6
30;02.11.1987;1987;5.4
0;07.12.1987;1987;7.2
1;07.12.1987;1987;7.2
2.5;07.12.1987;1987;7.1
5;07.12.1987;1987;7.1
7.5;07.12.1987;1987;7.1
10;07.12.1987;1987;7.1
12.5;07.12.1987;1987;7.1
15;07.12.1987;1987;7.1
17.5;07.12.1987;1987;7.1
20;07.12.1987;1987;6.2
22.5;07.12.1987;1987;6
25;07.12.1987;1987;5.8
27.5;07.12.1987;1987;5.6
30;07.12.1987;1987;5.5
0;04.01.1988;1988;5.7
1;04.01.1988;1988;5.6
2.5;04.01.1988;1988;5.6
5;04.01.1988;1988;5.6
7.5;04.01.1988;1988;5.6
10;04.01.1988;1988;5.6
12.5;04.01.1988;1988;5.6
15;04.01.1988;1988;5.6
17.5;04.01.1988;1988;5.6
20;04.01.1988;1988;5.6
22.5;04.01.1988;1988;5.6
25;04.01.1988;1988;5.5
27.5;04.01.1988;1988;5.5
30;04.01.1988;1988;5.5
0;01.02.1988;1988;4.8
1;01.02.1988;1988;4.7
2.5;01.02.1988;1988;4.7
5;01.02.1988;1988;4.7
7.5;01.02.1988;1988;4.7
10;01.02.1988;1988;4.7
12.5;01.02.1988;1988;4.7
15;01.02.1988;1988;4.7
17.5;01.02.1988;1988;4.7
20;01.02.1988;1988;4.7
22.5;01.02.1988;1988;4.7
25;01.02.1988;1988;4.7
27.5;01.02.1988;1988;4.7
30;01.02.1988;1988;4.7
0;29.02.1988;1988;4.2
1;29.02.1988;1988;4.2
2.5;29.02.1988;1988;4.2
5;29.02.1988;1988;4.2
7.5;29.02.1988;1988;4.2
10;29.02.1988;1988;4.2
12.5;29.02.1988;1988;4.2
15;29.02.1988;1988;4.2
17.5;29.02.1988;1988;4.2
20;29.02.1988;1988;4.2
22.5;29.02.1988;1988;4.2
25;29.02.1988;1988;4.2
27.5;29.02.1988;1988;4.2
30;29.02.1988;1988;4.2
0;28.03.1988;1988;5.2
1;28.03.1988;1988;5.2
2.5;28.03.1988;1988;5.2
5;28.03.1988;1988;5.2
7.5;28.03.1988;1988;5.1
10;28.03.1988;1988;5.1
12.5;28.03.1988;1988;5.1
15;28.03.1988;1988;5.1
17.5;28.03.1988;1988;5.1
20;28.03.1988;1988;5.1
22.5;28.03.1988;1988;5.1
25;28.03.1988;1988;5
27.5;28.03.1988;1988;5
30;28.03.1988;1988;5
0;27.04.1988;1988;14
1;27.04.1988;1988;13.9
2.5;27.04.1988;1988;12.2
5;27.04.1988;1988;9.4
7.5;27.04.1988;1988;7.5
10;27.04.1988;1988;6.5
12.5;27.04.1988;1988;5.8
15;27.04.1988;1988;5.6
17.5;27.04.1988;1988;5.4
20;27.04.1988;1988;5.3
22.5;27.04.1988;1988;5.2
25;27.04.1988;1988;5.2
27.5;27.04.1988;1988;5.1
30;27.04.1988;1988;5.1
0;09.05.1988;1988;16.3
1;09.05.1988;1988;16.3
2.5;09.05.1988;1988;15.9
5;09.05.1988;1988;12
7.5;09.05.1988;1988;8.2
10;09.05.1988;1988;6.7
12.5;09.05.1988;1988;6.1
15;09.05.1988;1988;5.6
17.5;09.05.1988;1988;5.3
20;09.05.1988;1988;5.2
22.5;09.05.1988;1988;5.2
25;09.05.1988;1988;5.1
27.5;09.05.1988;1988;5.1
30;09.05.1988;1988;5
0;25.05.1988;1988;18.6
1;25.05.1988;1988;18.4
2.5;25.05.1988;1988;18.1
5;25.05.1988;1988;15.1
7.5;25.05.1988;1988;8.5
10;25.05.1988;1988;6.7
12.5;25.05.1988;1988;6.1
15;25.05.1988;1988;5.6
17.5;25.05.1988;1988;5.4
20;25.05.1988;1988;5.2
22.5;25.05.1988;1988;5.2
25;25.05.1988;1988;5.1
27.5;25.05.1988;1988;5.1
30;25.05.1988;1988;5.1
0;06.06.1988;1988;16.9
1;06.06.1988;1988;16.9
2.5;06.06.1988;1988;16.9
5;06.06.1988;1988;16.4
7.5;06.06.1988;1988;12.7
10;06.06.1988;1988;7.1
12.5;06.06.1988;1988;6.2
15;06.06.1988;1988;5.6
17.5;06.06.1988;1988;5.5
20;06.06.1988;1988;5.4
22.5;06.06.1988;1988;5.4
25;06.06.1988;1988;5.2
27.5;06.06.1988;1988;5.2
30;06.06.1988;1988;5.1
0;20.06.1988;1988;20.7
1;20.06.1988;1988;20.7
2.5;20.06.1988;1988;20.7
5;20.06.1988;1988;16.1
7.5;20.06.1988;1988;11.2
10;20.06.1988;1988;8.3
12.5;20.06.1988;1988;6.9
15;20.06.1988;1988;6
17.5;20.06.1988;1988;5.7
20;20.06.1988;1988;5.4
22.5;20.06.1988;1988;5.3
25;20.06.1988;1988;5.3
27.5;20.06.1988;1988;5.2
30;20.06.1988;1988;5.2
0;11.07.1988;1988;23.3
1;11.07.1988;1988;22.9
2.5;11.07.1988;1988;21.6
5;11.07.1988;1988;19.8
7.5;11.07.1988;1988;11.3
10;11.07.1988;1988;8.6
12.5;11.07.1988;1988;6.9
15;11.07.1988;1988;6.3
17.5;11.07.1988;1988;5.7
20;11.07.1988;1988;5.5
22.5;11.07.1988;1988;5.4
25;11.07.1988;1988;5.3
27.5;11.07.1988;1988;5.2
30;11.07.1988;1988;5.2
0;15.08.1988;1988;23.6
1;15.08.1988;1988;23.6
2.5;15.08.1988;1988;23.6
5;15.08.1988;1988;20.4
7.5;15.08.1988;1988;13
10;15.08.1988;1988;8.7
12.5;15.08.1988;1988;7.3
15;15.08.1988;1988;6.4
17.5;15.08.1988;1988;5.9
20;15.08.1988;1988;5.7
22.5;15.08.1988;1988;5.6
25;15.08.1988;1988;5.5
27.5;15.08.1988;1988;5.4
30;15.08.1988;1988;5.3
0;12.09.1988;1988;20.3
1;12.09.1988;1988;20.3
2.5;12.09.1988;1988;20.2
5;12.09.1988;1988;19
7.5;12.09.1988;1988;15.8
10;12.09.1988;1988;10.5
12.5;12.09.1988;1988;7.9
15;12.09.1988;1988;7
17.5;12.09.1988;1988;6.4
20;12.09.1988;1988;6.2
22.5;12.09.1988;1988;5.9
25;12.09.1988;1988;5.8
27.5;12.09.1988;1988;5.6
30;12.09.1988;1988;5.5
0;03.10.1988;1988;16.2
1;03.10.1988;1988;16.2
2.5;03.10.1988;1988;16.2
5;03.10.1988;1988;16.1
7.5;03.10.1988;1988;16
10;03.10.1988;1988;9.5
12.5;03.10.1988;1988;7.4
15;03.10.1988;1988;6.7
17.5;03.10.1988;1988;6.3
20;03.10.1988;1988;6.1
22.5;03.10.1988;1988;6
25;03.10.1988;1988;5.8
27.5;03.10.1988;1988;5.7
30;03.10.1988;1988;5.6
0;07.11.1988;1988;10.5
1;07.11.1988;1988;10.5
2.5;07.11.1988;1988;10.5
5;07.11.1988;1988;10.5
7.5;07.11.1988;1988;10.5
10;07.11.1988;1988;10.5
12.5;07.11.1988;1988;8.1
15;07.11.1988;1988;6.8
17.5;07.11.1988;1988;6.4
20;07.11.1988;1988;6.2
22.5;07.11.1988;1988;6
25;07.11.1988;1988;5.9
27.5;07.11.1988;1988;5.8
30;07.11.1988;1988;5.7
0;05.12.1988;1988;7.1
1;05.12.1988;1988;7.1
2.5;05.12.1988;1988;7.1
5;05.12.1988;1988;7.1
7.5;05.12.1988;1988;7.1
10;05.12.1988;1988;7
12.5;05.12.1988;1988;7
15;05.12.1988;1988;7
17.5;05.12.1988;1988;7
20;05.12.1988;1988;7
22.5;05.12.1988;1988;7
25;05.12.1988;1988;7
27.5;05.12.1988;1988;6.8
30;05.12.1988;1988;6.8
0;03.01.1989;1989;5.2
1;03.01.1989;1989;5.3
2.5;03.01.1989;1989;5.3
5;03.01.1989;1989;5.3
7.5;03.01.1989;1989;5.3
10;03.01.1989;1989;5.3
12.5;03.01.1989;1989;5.3
15;03.01.1989;1989;5.3
17.5;03.01.1989;1989;5.2
20;03.01.1989;1989;5.3
22.5;03.01.1989;1989;5.3
25;03.01.1989;1989;5.3
27.5;03.01.1989;1989;5.3
30;03.01.1989;1989;5.4
0;30.01.1989;1989;4.7
1;30.01.1989;1989;4.7
2.5;30.01.1989;1989;4.6
5;30.01.1989;1989;4.6
7.5;30.01.1989;1989;4.6
10;30.01.1989;1989;4.6
12.5;30.01.1989;1989;4.6
15;30.01.1989;1989;4.6
17.5;30.01.1989;1989;4.6
20;30.01.1989;1989;4.7
22.5;30.01.1989;1989;4.7
25;30.01.1989;1989;4.8
27.5;30.01.1989;1989;4.9
30;30.01.1989;1989;4.9
0;27.02.1989;1989;4.5
1;27.02.1989;1989;4.5
2.5;27.02.1989;1989;4.5
5;27.02.1989;1989;4.5
7.5;27.02.1989;1989;4.5
10;27.02.1989;1989;4.5
12.5;27.02.1989;1989;4.5
15;27.02.1989;1989;4.5
17.5;27.02.1989;1989;4.4
20;27.02.1989;1989;4.4
22.5;27.02.1989;1989;4.4
25;27.02.1989;1989;4.4
27.5;27.02.1989;1989;4.4
30;27.02.1989;1989;4.4
0;28.03.1989;1989;8.6
1;28.03.1989;1989;8.5
2.5;28.03.1989;1989;7.4
5;28.03.1989;1989;6.5
7.5;28.03.1989;1989;6.1
10;28.03.1989;1989;6
12.5;28.03.1989;1989;5.9
15;28.03.1989;1989;5.8
17.5;28.03.1989;1989;5.5
20;28.03.1989;1989;5.5
22.5;28.03.1989;1989;5.4
25;28.03.1989;1989;5.2
27.5;28.03.1989;1989;5.1
30;28.03.1989;1989;5.1
0;21.04.1989;1989;9.9
1;21.04.1989;1989;9.9
2.5;21.04.1989;1989;9.9
5;21.04.1989;1989;9.7
7.5;21.04.1989;1989;9.1
10;21.04.1989;1989;7.2
12.5;21.04.1989;1989;6.7
15;21.04.1989;1989;6.2
17.5;21.04.1989;1989;5.9
20;21.04.1989;1989;5.8
22.5;21.04.1989;1989;5.6
25;21.04.1989;1989;5.5
27.5;21.04.1989;1989;5.3
30;21.04.1989;1989;5.3
0;22.05.1989;1989;18
1;22.05.1989;1989;17.9
2.5;22.05.1989;1989;17.6
5;22.05.1989;1989;14.1
7.5;22.05.1989;1989;10.8
10;22.05.1989;1989;8.4
12.5;22.05.1989;1989;7.4
15;22.05.1989;1989;6.8
17.5;22.05.1989;1989;6.4
20;22.05.1989;1989;6.2
22.5;22.05.1989;1989;5.9
25;22.05.1989;1989;5.8
27.5;22.05.1989;1989;5.7
30;22.05.1989;1989;5.5
0;21.06.1989;1989;21.8
1;21.06.1989;1989;21.6
2.5;21.06.1989;1989;21.4
5;21.06.1989;1989;19.9
7.5;21.06.1989;1989;12.4
10;21.06.1989;1989;8.5
12.5;21.06.1989;1989;7.3
15;21.06.1989;1989;6.7
17.5;21.06.1989;1989;6.4
20;21.06.1989;1989;6.1
22.5;21.06.1989;1989;6
25;21.06.1989;1989;5.8
27.5;21.06.1989;1989;5.7
30;21.06.1989;1989;5.7
0;17.07.1989;1989;22.2
1;17.07.1989;1989;22.2
2.5;17.07.1989;1989;22
5;17.07.1989;1989;19.9
7.5;17.07.1989;1989;14.7
10;17.07.1989;1989;9.6
12.5;17.07.1989;1989;7.8
15;17.07.1989;1989;6.7
17.5;17.07.1989;1989;6.4
20;17.07.1989;1989;6.3
22.5;17.07.1989;1989;6.1
25;17.07.1989;1989;6
27.5;17.07.1989;1989;5.9
30;17.07.1989;1989;5.8
0;14.08.1989;1989;22.4
1;14.08.1989;1989;22.4
2.5;14.08.1989;1989;22.2
5;14.08.1989;1989;21.4
7.5;14.08.1989;1989;16.4
10;14.08.1989;1989;10.8
12.5;14.08.1989;1989;8.7
15;14.08.1989;1989;7.7
17.5;14.08.1989;1989;7
20;14.08.1989;1989;6.6
22.5;14.08.1989;1989;6.3
25;14.08.1989;1989;6.3
27.5;14.08.1989;1989;6.1
30;14.08.1989;1989;6
0;12.09.1989;1989;19.2
1;12.09.1989;1989;19.2
2.5;12.09.1989;1989;19.1
5;12.09.1989;1989;18.1
7.5;12.09.1989;1989;16.9
10;12.09.1989;1989;10.8
12.5;12.09.1989;1989;8.8
15;12.09.1989;1989;7.6
17.5;12.09.1989;1989;7
20;12.09.1989;1989;6.7
22.5;12.09.1989;1989;6.5
25;12.09.1989;1989;6.2
27.5;12.09.1989;1989;6.1
30;12.09.1989;1989;6
0;16.10.1989;1989;13.9
1;16.10.1989;1989;13.9
2.5;16.10.1989;1989;13.9
5;16.10.1989;1989;13.9
7.5;16.10.1989;1989;13.9
10;16.10.1989;1989;11.5
12.5;16.10.1989;1989;8.6
15;16.10.1989;1989;7.4
17.5;16.10.1989;1989;6.9
20;16.10.1989;1989;6.6
22.5;16.10.1989;1989;6.5
25;16.10.1989;1989;6.4
27.5;16.10.1989;1989;6.2
30;16.10.1989;1989;6.1
0;06.11.1989;1989;12.4
1;06.11.1989;1989;12.4
2.5;06.11.1989;1989;12.4
5;06.11.1989;1989;12.4
7.5;06.11.1989;1989;12.4
10;06.11.1989;1989;10.6
12.5;06.11.1989;1989;8.8
15;06.11.1989;1989;7.7
17.5;06.11.1989;1989;7.1
20;06.11.1989;1989;6.8
22.5;06.11.1989;1989;6.5
25;06.11.1989;1989;6.4
27.5;06.11.1989;1989;6.3
30;06.11.1989;1989;6.1
0;04.12.1989;1989;5.8
1;04.12.1989;1989;5.8
2.5;04.12.1989;1989;5.8
5;04.12.1989;1989;5.8
7.5;04.12.1989;1989;5.8
10;04.12.1989;1989;5.8
12.5;04.12.1989;1989;5.8
15;04.12.1989;1989;5.8
17.5;04.12.1989;1989;5.8
20;04.12.1989;1989;5.8
22.5;04.12.1989;1989;5.7
25;04.12.1989;1989;5.6
27.5;04.12.1989;1989;5.4
30;04.12.1989;1989;5.2
0;08.01.1990;1990;4.4
1;08.01.1990;1990;4.5
2.5;08.01.1990;1990;4.6
5;08.01.1990;1990;4.6
7.5;08.01.1990;1990;4.6
10;08.01.1990;1990;4.6
12.5;08.01.1990;1990;4.6
15;08.01.1990;1990;4.6
17.5;08.01.1990;1990;4.6
20;08.01.1990;1990;4.6
22.5;08.01.1990;1990;4.6
25;08.01.1990;1990;4.5
27.5;08.01.1990;1990;4.4
30;08.01.1990;1990;4.4
0;05.02.1990;1990;3.4
1;05.02.1990;1990;3.5
2.5;05.02.1990;1990;3.5
5;05.02.1990;1990;3.5
7.5;05.02.1990;1990;3.5
10;05.02.1990;1990;3.5
12.5;05.02.1990;1990;3.5
15;05.02.1990;1990;3.6
17.5;05.02.1990;1990;3.5
20;05.02.1990;1990;3.6
22.5;05.02.1990;1990;3.5
25;05.02.1990;1990;3.6
27.5;05.02.1990;1990;3.6
30;05.02.1990;1990;3.5
0;05.03.1990;1990;4.5
1;05.03.1990;1990;4.5
2.5;05.03.1990;1990;4.5
5;05.03.1990;1990;4.5
7.5;05.03.1990;1990;4.5
10;05.03.1990;1990;4.5
12.5;05.03.1990;1990;4.5
15;05.03.1990;1990;4.5
17.5;05.03.1990;1990;4.5
20;05.03.1990;1990;4.5
22.5;05.03.1990;1990;4.5
25;05.03.1990;1990;4.4
27.5;05.03.1990;1990;4.4
30;05.03.1990;1990;4.4
0;02.04.1990;1990;8.4
1;02.04.1990;1990;8.2
2.5;02.04.1990;1990;7.9
5;02.04.1990;1990;7.3
7.5;02.04.1990;1990;7.1
10;02.04.1990;1990;6.4
12.5;02.04.1990;1990;6
15;02.04.1990;1990;5.6
17.5;02.04.1990;1990;5.4
20;02.04.1990;1990;5.3
22.5;02.04.1990;1990;5.2
25;02.04.1990;1990;5.2
27.5;02.04.1990;1990;5.1
30;02.04.1990;1990;5
0;30.04.1990;1990;10.7
1;30.04.1990;1990;10.7
2.5;30.04.1990;1990;10.5
5;30.04.1990;1990;10.4
7.5;30.04.1990;1990;8.2
10;30.04.1990;1990;7.5
12.5;30.04.1990;1990;6.7
15;30.04.1990;1990;6.3
17.5;30.04.1990;1990;6
20;30.04.1990;1990;5.8
22.5;30.04.1990;1990;5.6
25;30.04.1990;1990;5.4
27.5;30.04.1990;1990;5.3
30;30.04.1990;1990;5.2
0;25.06.1990;1990;20.3
1;25.06.1990;1990;19.6
2.5;25.06.1990;1990;18.8
5;25.06.1990;1990;16.4
7.5;25.06.1990;1990;11.7
10;25.06.1990;1990;8.6
12.5;25.06.1990;1990;7.4
15;25.06.1990;1990;6.7
17.5;25.06.1990;1990;6.4
20;25.06.1990;1990;6.1
22.5;25.06.1990;1990;5.9
25;25.06.1990;1990;5.7
27.5;25.06.1990;1990;5.6
30;25.06.1990;1990;5.6
0;18.07.1990;1990;21.9
1;18.07.1990;1990;21.9
2.5;18.07.1990;1990;21.8
5;18.07.1990;1990;17.8
7.5;18.07.1990;1990;14.2
10;18.07.1990;1990;8.9
12.5;18.07.1990;1990;8
15;18.07.1990;1990;7.4
17.5;18.07.1990;1990;6.7
20;18.07.1990;1990;6.3
22.5;18.07.1990;1990;6.1
25;18.07.1990;1990;5.9
27.5;18.07.1990;1990;5.8
30;18.07.1990;1990;5.7
0;20.08.1990;1990;21.9
1;20.08.1990;1990;21.9
2.5;20.08.1990;1990;21.9
5;20.08.1990;1990;21.7
7.5;20.08.1990;1990;14.8
10;20.08.1990;1990;10
12.5;20.08.1990;1990;8.1
15;20.08.1990;1990;7.1
17.5;20.08.1990;1990;6.6
20;20.08.1990;1990;6.2
22.5;20.08.1990;1990;6
25;20.08.1990;1990;5.9
27.5;20.08.1990;1990;5.8
30;20.08.1990;1990;5.8
0;18.09.1990;1990;18.2
1;18.09.1990;1990;18.2
2.5;18.09.1990;1990;18.2
5;18.09.1990;1990;18.2
7.5;18.09.1990;1990;18.1
10;18.09.1990;1990;11.1
12.5;18.09.1990;1990;8.4
15;18.09.1990;1990;7.4
17.5;18.09.1990;1990;6.8
20;18.09.1990;1990;6.5
22.5;18.09.1990;1990;6.2
25;18.09.1990;1990;6.1
27.5;18.09.1990;1990;6
30;18.09.1990;1990;5.9
0;15.10.1990;1990;15.8
1;15.10.1990;1990;15.8
2.5;15.10.1990;1990;15.8
5;15.10.1990;1990;15.4
7.5;15.10.1990;1990;15.3
10;15.10.1990;1990;14.7
12.5;15.10.1990;1990;8.6
15;15.10.1990;1990;7.6
17.5;15.10.1990;1990;7
20;15.10.1990;1990;6.7
22.5;15.10.1990;1990;6.5
25;15.10.1990;1990;6.3
27.5;15.10.1990;1990;6.1
30;15.10.1990;1990;6.1
0;12.11.1990;1990;10.1
1;12.11.1990;1990;10.1
2.5;12.11.1990;1990;10.1
5;12.11.1990;1990;10.1
7.5;12.11.1990;1990;10.1
10;12.11.1990;1990;10.1
12.5;12.11.1990;1990;9.7
15;12.11.1990;1990;7.9
17.5;12.11.1990;1990;7.1
20;12.11.1990;1990;6.7
22.5;12.11.1990;1990;6.5
25;12.11.1990;1990;6.2
27.5;12.11.1990;1990;6.1
30;12.11.1990;1990;5.9
0;10.12.1990;1990;6.2
1;10.12.1990;1990;6.2
2.5;10.12.1990;1990;6.3
5;10.12.1990;1990;6.2
7.5;10.12.1990;1990;6.3
10;10.12.1990;1990;6.3
12.5;10.12.1990;1990;6.3
15;10.12.1990;1990;6.3
17.5;10.12.1990;1990;6.3
20;10.12.1990;1990;6.3
22.5;10.12.1990;1990;6.3
25;10.12.1990;1990;6.2
27.5;10.12.1990;1990;6.1
30;10.12.1990;1990;6
0;07.01.1991;1991;4.7
1;07.01.1991;1991;4.7
2.5;07.01.1991;1991;4.7
5;07.01.1991;1991;4.7
7.5;07.01.1991;1991;4.7
10;07.01.1991;1991;4.7
12.5;07.01.1991;1991;4.7
15;07.01.1991;1991;4.7
17.5;07.01.1991;1991;4.7
20;07.01.1991;1991;4.7
22.5;07.01.1991;1991;4.7
25;07.01.1991;1991;4.7
27.5;07.01.1991;1991;4.7
30;07.01.1991;1991;4.7
0;28.01.1991;1991;3.6
1;28.01.1991;1991;3.6
2.5;28.01.1991;1991;3.6
5;28.01.1991;1991;3.6
7.5;28.01.1991;1991;3.6
10;28.01.1991;1991;3.6
12.5;28.01.1991;1991;3.6
15;28.01.1991;1991;3.6
17.5;28.01.1991;1991;3.6
20;28.01.1991;1991;3.7
22.5;28.01.1991;1991;3.7
25;28.01.1991;1991;4.3
27.5;28.01.1991;1991;4.3
30;28.01.1991;1991;4.3
0;04.03.1991;1991;3.5
1;04.03.1991;1991;3.5
2.5;04.03.1991;1991;3.5
5;04.03.1991;1991;3.5
7.5;04.03.1991;1991;3.5
10;04.03.1991;1991;3.5
12.5;04.03.1991;1991;3.5
15;04.03.1991;1991;3.6
17.5;04.03.1991;1991;3.6
20;04.03.1991;1991;3.6
22.5;04.03.1991;1991;3.4
25;04.03.1991;1991;3.5
27.5;04.03.1991;1991;3.5
30;04.03.1991;1991;3.6
0;25.03.1991;1991;5.4
1;25.03.1991;1991;5.4
2.5;25.03.1991;1991;5.4
5;25.03.1991;1991;5.4
7.5;25.03.1991;1991;5.3
10;25.03.1991;1991;5.4
12.5;25.03.1991;1991;5.2
15;25.03.1991;1991;4.4
17.5;25.03.1991;1991;4.3
20;25.03.1991;1991;4.2
22.5;25.03.1991;1991;4
25;25.03.1991;1991;3.9
27.5;25.03.1991;1991;3.8
30;25.03.1991;1991;3.8
0;29.04.1991;1991;11
1;29.04.1991;1991;11
2.5;29.04.1991;1991;11
5;29.04.1991;1991;10
7.5;29.04.1991;1991;7.8
10;29.04.1991;1991;6.8
12.5;29.04.1991;1991;6.2
15;29.04.1991;1991;5.3
17.5;29.04.1991;1991;5
20;29.04.1991;1991;4.8
22.5;29.04.1991;1991;4.7
25;29.04.1991;1991;4.4
27.5;29.04.1991;1991;4.2
30;29.04.1991;1991;4.2
0;27.05.1991;1991;14.9
1;27.05.1991;1991;14.9
2.5;27.05.1991;1991;14.8
5;27.05.1991;1991;11.9
7.5;27.05.1991;1991;7.6
10;27.05.1991;1991;6.3
12.5;27.05.1991;1991;5.6
15;27.05.1991;1991;5.2
17.5;27.05.1991;1991;4.9
20;27.05.1991;1991;4.8
22.5;27.05.1991;1991;4.6
25;27.05.1991;1991;4.5
27.5;27.05.1991;1991;4.4
30;27.05.1991;1991;4.4
0;24.06.1991;1991;19.8
1;24.06.1991;1991;19.8
2.5;24.06.1991;1991;17.7
5;24.06.1991;1991;16.4
7.5;24.06.1991;1991;11.5
10;24.06.1991;1991;8.8
12.5;24.06.1991;1991;6.7
15;24.06.1991;1991;6.1
17.5;24.06.1991;1991;5.3
20;24.06.1991;1991;5
22.5;24.06.1991;1991;4.8
25;24.06.1991;1991;4.7
27.5;24.06.1991;1991;4.7
30;24.06.1991;1991;4.6
0;22.07.1991;1991;23.4
1;22.07.1991;1991;23.4
2.5;22.07.1991;1991;22.9
5;22.07.1991;1991;19.5
7.5;22.07.1991;1991;11.3
10;22.07.1991;1991;8.4
12.5;22.07.1991;1991;6.8
15;22.07.1991;1991;6.1
17.5;22.07.1991;1991;5.5
20;22.07.1991;1991;5.3
22.5;22.07.1991;1991;5.2
25;22.07.1991;1991;5
27.5;22.07.1991;1991;4.8
30;22.07.1991;1991;4.8
0;19.08.1991;1991;22.7
1;19.08.1991;1991;22.7
2.5;19.08.1991;1991;22.7
5;19.08.1991;1991;22.5
7.5;19.08.1991;1991;11.1
10;19.08.1991;1991;8.5
12.5;19.08.1991;1991;7.2
15;19.08.1991;1991;6.4
17.5;19.08.1991;1991;5.8
20;19.08.1991;1991;5.4
22.5;19.08.1991;1991;5.3
25;19.08.1991;1991;5.2
27.5;19.08.1991;1991;5.1
30;19.08.1991;1991;4.9
0;16.09.1991;1991;21.2
1;16.09.1991;1991;20.8
2.5;16.09.1991;1991;20.4
5;16.09.1991;1991;20.2
7.5;16.09.1991;1991;15.5
10;16.09.1991;1991;9
12.5;16.09.1991;1991;6.8
15;16.09.1991;1991;6
17.5;16.09.1991;1991;5.7
20;16.09.1991;1991;5.5
22.5;16.09.1991;1991;5.2
25;16.09.1991;1991;5.1
27.5;16.09.1991;1991;4.9
30;16.09.1991;1991;4.8
0;14.10.1991;1991;15.2
1;14.10.1991;1991;15.2
2.5;14.10.1991;1991;15.2
5;14.10.1991;1991;15.2
7.5;14.10.1991;1991;15.2
10;14.10.1991;1991;8.2
12.5;14.10.1991;1991;6.1
15;14.10.1991;1991;5.6
17.5;14.10.1991;1991;5.2
20;14.10.1991;1991;4.9
22.5;14.10.1991;1991;4.7
25;14.10.1991;1991;4.5
27.5;14.10.1991;1991;4.4
30;14.10.1991;1991;4.3
0;11.11.1991;1991;8.4
1;11.11.1991;1991;8.4
2.5;11.11.1991;1991;8.4
5;11.11.1991;1991;8.4
7.5;11.11.1991;1991;8.4
10;11.11.1991;1991;8.4
12.5;11.11.1991;1991;6.7
15;11.11.1991;1991;5.6
17.5;11.11.1991;1991;5.3
20;11.11.1991;1991;5
22.5;11.11.1991;1991;4.7
25;11.11.1991;1991;4.6
27.5;11.11.1991;1991;4.5
30;11.11.1991;1991;4.3
0;09.12.1991;1991;5.6
1;09.12.1991;1991;5.6
2.5;09.12.1991;1991;5.7
5;09.12.1991;1991;5.7
7.5;09.12.1991;1991;5.7
10;09.12.1991;1991;5.7
12.5;09.12.1991;1991;5.7
15;09.12.1991;1991;5.7
